DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios				AMPD1, NRAS, CSDE1							rs926938-A	rs926938	0	926938	intergenic_variant	1	0.50	4E-8	7.3979400086720375		1.27	[NR]	Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1	114716978	NRAS, CASDE1, AMPD1	CSDE1; No mapped genes; No mapped genes						rs8453-G; rs10489525-G; rs926938-A	rs8453; rs10489525; rs926938	0		3_prime_UTR_variant; intron_variant; intergenic_variant		0.465	9E-8	7.045757490560675				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1	114416918;114431068	TRIM33	TRIM33; No mapped genes; No mapped genes; No mapped genes; TRIM33; No mapped genes; No mapped genes						rs11582563-G; rs7511633-G; rs11102800-C; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs11582563; rs7511633; rs11102800; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	6E-8	7.221848749616356				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1	114510087;114416918;114431068	TRIM33	TRIM33; TRIM33; No mapped genes; No mapped genes; No mapped genes; TRIM33; No mapped genes; No mapped genes						rs3827735-C; rs11582563-G; rs7511633-G; rs11102800-C; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs3827735; rs11582563; rs7511633; rs11102800; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	6E-8	7.221848749616356				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1	114510087;114416918;114431068	TRIM33	TRIM33; TRIM33; No mapped genes; No mapped genes; No mapped genes; No mapped genes; TRIM33; No mapped genes; No mapped genes						rs3827735-C; rs11582563-G; rs11102807-A; rs7511633-G; rs11102800-C; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs3827735; rs11582563; rs11102807; rs7511633; rs11102800; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; intergenic_variant; intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	4E-8	7.3979400086720375				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1	114531255;114556471	BCAS2, TRIM33	TRIM33 - PKMP1; PKMP1 - BCAS2; No mapped genes						rs10858047-T; rs1877455-T; rs11587400-C	rs10858047; rs1877455; rs11587400	0		intergenic_variant; intergenic_variant; non_coding_transcript_exon_variant		0.444	8E-8	7.096910013008056				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2009-05-11	19404256	Wang K	2009-04-28	Nature	www.ncbi.nlm.nih.gov/pubmed/19404256	Common genetic variants on 5p14.1 associate with autism spectrum disorders.	Autism	3,101 European ancestry individuals from 780 families, 1,204 European ancestry cases, 6,491 European ancestry controls	1,390 European ancestry individuals from 447 families, 108 European ancestry cases, 540 European ancestry controls				CDH10, CDH9							rs4307059-T	rs4307059	0	4307059	intron_variant	1	0.61	2E-10	9.698970004336019		1.19	[NR]	Illumina [474019]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST000382	Genome-wide genotyping array
2010-09-10	20663923	Anney R	2010-07-27	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20663923	A genome-wide scan for common alleles affecting risk for autism.	Autism	1,230 European ancestry child cases from 1,217 families, 155 African American Asian or Latino child cases from 152 families, 1,880 controls	783 European ancestry child cases from 440 families, 303 child cases from 155 families, 1,965 European, African American and other ancestry controls	20p12.1	20	14766825	MACROD2	MACROD2			ENSG00000172264			rs4141463-?	rs4141463	0	4141463	intron_variant	0	0.57	4E-8	7.3979400086720375	(Str)	1.37	[1.22-1.52]	Illumina [842348]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST000740	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Autism spectrum disorder vs obsessive compulsive disorder (ordinary least squares (OLS))	18,381 autism spectrum disorder cases, 2,688 OCD cases	NA	1p22.2	1	88401502		PKN2-AS1			ENSG00000237505			rs12568997-?	rs12568997	0	12568997	intron_variant	0	NR	3E-8	7.522878745280337		0.018	NR unit increase	NR [6144458] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016602	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Anorexia nervosa vs autism spectrum disorder (ordinary least squares (OLS))	16,992 anorexia nervosa cases, 18,381 autism spectrum disorder cases	NA	5q21.2	5	104590343								rs254013-?	rs254013	0	254013	intron_variant	1	NR	3E-9	8.522878745280337		0.0183	NR unit decrease	NR [5647804] (imputed)	N	anorexia nervosa, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004215, http://www.ebi.ac.uk/efo/EFO_0003756	GCST90016599	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	8q24.3	8	142230292		TSNARE1			ENSG00000171045			rs4976976-?	rs4976976	0	4976976	intron_variant	0	NR	4E-11	10.397940008672037		0.0199	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	9p13.2	9	36318848		HMGB3P24 - RNF38	ENSG00000215283	ENSG00000137075		13924	17548	rs9644880-?	rs9644880	0	9644880	intergenic_variant	1	NR	1E-8	8.0		0.017	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	9q31.2	9	105819760		TMEM38B - SLC25A6P5	ENSG00000095209	ENSG00000228948		43131	29950	rs11556063-?	rs11556063	0	11556063	intergenic_variant	1	NR	3E-8	7.522878745280337		0.0168	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	10q24.32	10	102875346		AS3MT, BORCS7-ASMT			ENSG00000214435, ENSG00000270316			rs12764899-?	rs12764899	0	12764899	intron_variant	0	NR	3E-12	11.522878745280337		0.021	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	11p14.1	11	30245491		FSHB - ARL14EP	ENSG00000131808	ENSG00000152219		10230	77613	rs515997-?	rs515997	0	515997	intron_variant	1	NR	3E-9	8.522878745280337		0.0179	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	11q23.2	11	113522272		DRD2 - NA	ENSG00000149295			46581		rs2514218-?	rs2514218	0	2514218	intergenic_variant	1	NR	7E-9	8.154901959985743		0.0174	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA											rs4936215-?	rs4936215	0	4936215		1	NR	1E-8	8.0		0.0172	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	12p13.33	12	2235794		CACNA1C, CACNA1C			ENSG00000151067, ENSG00000285479			rs2007044-?	rs2007044	0	2007044	intron_variant	0	NR	2E-17	16.69897000433602		0.0256	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	12q24.11	12	109898741		GLTP - TCHP	ENSG00000139433	ENSG00000139437		18200	1523	rs116940627-?	rs116940627	0	116940627	intergenic_variant	1	NR	2E-8	7.698970004336019		0.0169	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	12q24.11	12	110285440		ATP2A2			ENSG00000174437			rs4766428-?	rs4766428	0	4766428	intron_variant	0	NR	4E-9	8.397940008672037		0.0177	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	12q24.31	12	123192216		MPHOSPH9			ENSG00000051825			rs2102949-?	rs2102949	0	2102949	intron_variant	0	NR	2E-11	10.698970004336019		0.0202	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	14q12	14	29000167		LINC02326			ENSG00000257523			rs10148671-?	rs10148671	0	10148671	intron_variant	0	NR	6E-9	8.221848749616356		0.0175	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	14q31.1	14	81249645		DYNLL1P1 - UNGP3	ENSG00000205579	ENSG00000270343		3082	9920	rs12892815-?	rs12892815	0	12892815	intergenic_variant	1	NR	4E-8	7.3979400086720375		0.0166	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	16q21	16	58513954		NDRG4 - SETD6	ENSG00000103034	ENSG00000103037		326	1525	rs246193-?	rs246193	0	246193	intergenic_variant	1	NR	1E-8	8.0		0.0171	NR unit increase	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	17p11.2	17	18046488		GID4			ENSG00000141034			rs12948749-?	rs12948749	0	12948749	intron_variant	0	NR	2E-9	8.698970004336019		0.0182	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	17q21.31	17	46784796		WNT3, WNT3, WNT3			ENSG00000277626, ENSG00000108379, ENSG00000277641			rs199503-?	rs199503	0	199503	intron_variant	0	NR	3E-9	8.522878745280337		0.0179	NR unit decrease	NR [4484088] (imputed)	N	autism spectrum disorder, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0003756, http://purl.obolibrary.org/obo/MONDO_0005090	GCST90016620	Genome-wide genotyping array
